seq_no,inside_temp,Outside_temp,outside_RH,Radiation_intensity,Rail_Heating,AHU_Cooling,Fan_speed,inlet_vent_position
1553,24.4,28.7,90,70.9,0,-6,748,0
1554,24.1,28.7,90,61.6,0,-6,726,0
1555,23.8,28.8,88,51.1,0,-5.75,710.8,0
1556,23.3,29,87,37.6,0,-5.75,693,0
1557,22.9,29.4,84,25.5,0,-5.5,663,0
1558,22.6,29.6,81,15.6,0,-5,602.3,0
1559,22.4,29.6,82,9.4,0,-5,544.5,0
1560,22.2,29.4,82,5.6,0,-4.75,508.5,0
1561,22,29,86,3.4,0,-4.75,473,0
1562,21.8,28.4,90,2,0,-4.75,440,0
1563,21.7,28.4,90,1.2,0,-4.75,410.3,0
1564,21.6,28.4,90,0.7,0,-4.5,388,0
1565,21.4,28.4,92,0.5,0,-4.5,367,0
1566,21.4,28.3,92,0.3,0,-4,346.5,0
1567,21.3,28.1,93,0.2,0,-4,327.8,0
1568,21.2,28,94,0.1,0,-3.75,313.5,0
1569,21.1,28,94,0.1,0,-3.5,297,0
1570,21,27.9,94,0,0,-3.5,286,0
1571,20.9,28,93,0,0,-3,277.8,0
1572,20.8,28.2,91,0,0,-3,266.8,0
1573,20.8,27.9,93,0,0,-3.75,264.3,0
1574,20.7,27.9,94,0,0,-4,253,0
1575,20.7,27.9,94,0,0,-4,244.8,0
1576,20.6,27.7,95,0,0,-3.75,242,0
1577,20.5,27.5,96,0,0,-3.75,236.5,0
1578,20.4,27.8,95,0,0,-3.75,233.8,0
1579,20.4,27.8,95,0,0,-3.5,233.8,0
1580,20.4,27.5,96,0,0,-3.5,231,0
1581,20.3,27.4,96,0,0,-3.25,231,0
1582,20.3,27.5,97,0,0,-3.25,228.3,0
1583,20.2,27.7,96,0,0,-3.25,228.3,0
1584,20.2,27.6,95,0,0,-3,225.5,0
1585,20.1,27.3,96,0,0,-3.25,440,0
1586,20.1,27.3,97,0,0,-3.25,222.8,0
1587,20.1,27.6,96,0,0,-3.25,222.8,0
1588,20.1,27.5,96,0,0,-2.75,222.8,0
1589,20.1,27.5,96,0,0.5,-2.5,222.8,0
1590,20.1,27.1,96,0,0.25,-2.75,225.5,0
1591,20.1,26.8,97,0,0.25,-2,222.8,0
1592,20.1,26.7,98,0,0.25,-2.5,222.8,0
1593,20.1,26.9,99,0,0.25,-2.5,222.8,0
1594,20.1,26.8,97,0,1.75,-2.5,222.8,0
1595,20.2,26.7,98,0,7.25,-1.75,225.5,0
1596,20.5,27.3,97,0,5,-2,228.3,0
1597,20.8,27.4,96,0,2,-2.25,231,0
1598,20.9,27.3,96,0,1.25,-2,225.5,0
1599,21,26.6,98,0,1.5,-2,225.5,0
1600,21.1,26.5,99,0,4.25,-2.25,222.8,0
1601,21.2,26.5,99,0,5,-2.5,228.3,0
1602,21.4,26.5,99,0,3.75,-2.75,233.8,0
1603,21.4,26.4,99,0,2.5,-2.75,236.5,0
1604,21.5,26.3,100,0,2,-3,239.3,0
1605,21.5,26.4,100,0,2.25,-2.5,239.3,0
1606,21.5,26.4,100,0,2.75,-2.75,242,0
1607,21.5,26.5,100,0,2.75,-2.75,242,0
1608,21.6,26.8,100,0,2.5,-3.25,242,0
1609,21.6,27,100,0,2.25,-3.25,242,0
1610,21.6,27.2,100,0,3,-3.5,247.5,0
1611,21.7,27.3,99,0,3,-3,250.3,0
1612,21.7,27.3,99,0,3,-2.25,247.5,0
1613,21.8,27.2,98,0,3,-2.5,253,0
1614,21.8,27.3,98,0,2.5,-2.5,249,0
1615,21.9,27.4,97,0,3.5,-2.5,253,0
1616,22,27.4,97,0,3.25,-2.5,261.3,0
1617,22,27.4,97,0,3,-2.5,258.5,0
1618,22.1,27.4,97,0,3.75,-1.75,258.5,0
1619,22.3,27.3,97,0,3.5,-2,272.3,0
1620,22.3,27.3,97,0,3,-2.75,264,0
1621,22.4,27.3,98,0.4,3.25,-2.25,434.5,0
1622,22.4,27.1,98,2.5,3.25,-3.25,547.3,0
1623,22.4,27.1,98,5.7,3,-3,605,0
1624,22.7,27.1,98,13.5,3.75,-3.5,638,0
1625,22.9,27.1,97,20,3.5,-3.25,671,0
1626,23.1,27.1,96,21.3,3.75,-3,693,0
1627,23.3,27.1,96,25.6,2.25,-3.5,726,0
1628,23.7,27.2,96,49.2,0.75,-3.5,759,0
1629,24,27.3,96,71.7,0.25,-3.5,781,0
1630,24.2,27.5,95,91,0.25,-4.25,814,0
1631,24.3,27.5,95,92.7,0,-4.25,847,0
1632,24.3,27.6,95,95.1,0,-4.25,869,0
1633,25.3,27.9,93,158,0,-4.5,880,0
1634,25.3,28.1,93,160.4,0,-4.5,880.3,0
1635,25.8,28.2,92,192.2,0,-5,880,0
1636,27.5,28.9,90,292.4,0,-5.25,880,0
1637,28.4,29.1,89,360.2,0,-6,880,33.9
1638,28.6,29.3,88,390.8,0,-6.25,880,87.2
1639,29.3,29.7,86,439.7,0,0,880,99.3
1640,29.6,29.8,85,445.5,0,0,880,99.3
1641,30.3,30,84,487.2,0,0,880,99.7
1642,30.8,30.1,83,528.5,0,0,880,98.6
1643,30.2,29.5,86,484.9,0,0,879.8,99.5
1644,29.6,29.5,85,418.5,0,0,880,100
1645,30,29.6,86,426.2,0,-5.5,880.3,100
1646,30.5,30.2,83,501.7,0,-6.25,880.3,100
1647,30.5,30.7,83,623.5,0,-6.25,880,100
1648,30.4,31.2,80,704.8,0,-6.25,880,99.7
1649,29.9,30.1,85,663.1,0,-6.25,880,100
1650,29.8,30.4,85,652.5,0,-6.25,880,99.6
1651,30.3,31.2,80,709.6,0,-6.25,879.8,6.2
1652,30,30.5,83,620.6,0,-7,879.8,93.4
1653,30.2,30.4,83,592.7,0,-6.25,880.3,95.9
1654,31,30.9,80,634.5,0,-6.25,880,96.7
1655,30.5,31.3,76,679.5,0,-6.25,880,82.4
1656,31.4,31.6,75,760.4,0,-6.75,0,56.4
1657,30.3,31.2,78,701.8,0,-6.75,880,78.4
1658,29.7,30.8,79,592.8,0,-6.75,880,69.1
1659,30.8,31.4,78,635.9,0,-6.75,880,73
1660,30.7,31.5,72,680.7,0,-6.75,880,74.4
1661,30.3,31.4,70,669.1,0,-6.75,880,63.1
1662,30.2,31.2,71,659.3,0,-6.75,880,52.6
1663,30.6,31.3,71,621.5,0,-6.75,880.3,58.2
1664,30.7,31.1,72,593.9,0,-6.75,880,60.5
1665,29.8,30.5,72,515.9,0,-6.25,880,70.3
1666,29.7,30.6,74,473.6,0,-6.25,880.3,57.6
1667,30.2,30.7,74,492.7,0,-6.25,880,75.1
1668,29.8,30.7,73,470,0,-6.25,880,73.2
1669,29.1,30.4,76,395.3,0,-6.25,880.3,60
1670,28.8,30.2,75,334.4,0,-6.25,880.3,48.9
1671,29.1,30.3,76,328,0,-6.25,880.3,46.5
1672,29.3,30.3,77,336.6,0,-6.25,880,52.8
1673,28.9,30.3,77,304.2,0,-6.25,880,54.2
1674,28.6,30.1,79,267.7,0,-6.25,880,44.8
1675,28.5,29.9,79,239.8,0,-6.25,879.8,20
1676,28.7,30.1,78,255.4,0,-6.25,880,41.5
1677,28.5,30.2,79,243.3,0,-6.25,880,41.8
1678,28,30.1,79,202,0,-6.25,880.3,33.4
1679,27.6,29.8,82,153.5,0,-6,879.8,13.3
1680,27.6,29.6,81,141.8,0,-6,880.3,11
1681,27.6,29.2,84,133.8,0,-6,880,12.7
1682,27.5,29.2,85,133.6,0,-6,880,10.1
1683,27.5,29.2,85,136,0,-6.5,880,9.6
1684,27.5,29.4,84,143.6,0,-6,880.3,12.1
1685,27.6,29.5,84,155.6,0,-7,879.8,22.1
1686,27.6,29.8,83,163.5,0,-6.75,880,30.3
1687,27.7,30.1,82,176.7,0,-7.5,871.8,41
1688,27.7,30.3,80,179.7,0,-7.75,761.5,51.7
1689,27.5,30.6,80,170.1,0,-7.75,750.8,55.6
1690,27.3,30.1,81,158.8,0,-7.75,769.8,61.9
1691,27.1,29.7,82,146.7,0,-7.75,770,66.7
1692,27,29.4,87,131.3,0,-8,769.8,75.8
1693,26.9,29.1,88,116,0,-8,769.8,0
1694,26.4,28.9,89,93.1,0,-7.75,770,0
1695,26,28.8,90,75,0,-7,770,0
1696,25.6,28.6,90,64.3,0,-7,758.8,0
1697,25.3,28.6,89,54.3,0,-7,748,0
1698,24.9,28.5,90,43.3,0,-6.5,726,0
1699,24.4,28.4,91,31.6,0,-6.5,704,0
1700,24,28.3,91,23.1,0,-6,693,0
1701,23.6,28.1,92,15,0,-6,668.3,0
1702,23.3,27.9,93,9,0,-5.5,649,0
1703,22.9,27.7,93,5.6,0,-5.5,624.3,0
1704,22.7,27.6,94,3.4,0,-5.5,572,0
1705,22.4,27.5,95,2,0,-4.75,525.3,0
1706,22.2,27,96,1.2,0,-4.75,481.3,0
1707,22.1,26.9,98,0.7,0,-4.5,448.3,0
1708,21.9,26.9,98,0.5,0,-4.5,418,0
1709,21.7,26.8,99,0.3,0,-4.5,393.3,0
1710,21.6,27.1,97,0.2,0,-4.5,371.3,0
1711,21.5,27,97,0.1,0,-4.25,352,0
1712,21.4,26.6,97,0.1,0,-4.25,332.8,0
1713,21.3,26.3,98,0,0,-4.25,316.3,0
1714,21.1,26.3,99,0,0,-4.25,296,0
1715,21.1,26.1,99,0,0,-4.25,286,0
1716,20.9,25.9,99,0,0,-4,275,0
1717,20.9,25.9,100,0,0,-3.75,264,0
1718,20.8,26,100,0,0,-4,253,0
1719,20.7,25.9,100,0,0,-3.75,247.5,0
1720,20.6,25.8,100,0,0,-3.75,242,0
1721,20.6,26.1,100,0,0,-3.5,242,0
1722,20.5,26.4,99,0,0,-3.5,236.5,0
1723,20.4,26.5,98,0,0,-3.5,231,0
1724,20.3,26.8,97,0,0,-3.25,231,0
1725,20.3,26.6,96,0,0,-3.25,231,0
1726,20.2,26.5,95,0,0,-3,228.3,0
1727,20.2,25.9,97,0,0,-2.75,225.5,0
1728,20.2,26,98,0,0,-2.5,222.8,0
1729,20.1,25.8,98,0,0,-3.25,440,0
1730,20.1,26.1,98,0,0,-3.25,222.8,0
1731,20.2,26.5,97,0,0,-3.25,222.8,0
1732,20.2,26.6,95,0,0,-3.25,228.3,0
1733,20.2,26.5,96,0,-0.25,-3.25,228.3,0
1734,20.2,26.6,96,0,0.25,-2.75,228.3,0
1735,20.2,26.9,95,0,0.25,-2.75,228.3,0
1736,20.2,27,94,0,0.25,-2.5,233.8,0
1737,20.3,27.1,93,0,0.25,-2.75,233.8,0
1738,20.3,27.1,93,0,0.25,-2.75,233.8,0
1739,20.3,27.1,94,0,5.75,-2,222.8,0
1740,20.6,27.1,94,0,7.25,-1.75,264,0
1741,20.9,27.1,93,0,2.75,-2,264,0
1742,21.1,27,93,0,0.75,-2,266.8,0
1743,21.2,27,94,0,0.5,-2,266.8,0
1744,21.2,27,94,0,4.75,-2.25,266.8,0
1745,21.4,26.9,95,0,5.75,-2.25,272.3,0
1746,21.5,26.5,96,0,4,-2.5,239.3,0
1747,21.6,26.3,97,0,2.75,-2.5,242,0
1748,21.6,26.3,97,0,2.25,-2.5,244.8,0
1749,21.6,26.5,97,0,1.75,-3.5,250.3,0
1750,21.6,27.3,93,0,2.75,-3,250.3,0
1751,21.6,27.3,93,0,3,-2.25,250.3,0
1752,21.6,27.3,93,0,3.5,-2.75,253,0
1753,21.7,27.3,93,0,3.5,-3,253,0
1754,21.7,27.3,94,0,3.25,0,220,0
1755,22.2,27.2,95,0,3,0,220,0
1756,22.5,27.2,95,0,3,-1,335.5,0
1757,22.5,27.3,94,0,3,-2.75,354.8,0
1758,22.4,27.3,93,0,2.5,-3.25,305.3,0
1759,22.3,27.1,93,0,3,0,220,0
1760,22.7,27.1,93,0,3.25,0,305.3,0
1761,23,27.1,94,0,3,0,391,0
1762,23.3,27.1,94,0,2.75,0,396,0
1763,23.6,27.1,94,0,2.5,0,404.3,0
1764,23.9,27.2,95,0.1,3.5,0,404.3,0
1765,24.1,27.1,95,1.3,3.25,0,470.3,0
1766,24.4,27.2,95,4.7,3,0,580,27.7
1767,24.8,27.1,95,9.7,2,0,605,37.3
1768,25.3,27.2,95,21.4,0.5,0,638,45.1
1769,25.7,27.1,96,28.6,0.25,0,671.3,51.7
1770,26.1,27.2,96,40.3,0,0,693,59.9
1771,26.5,27.4,96,55.9,0,0,726,70.8
1772,26.8,27.5,95,71.5,0,0,748,72.5
1773,27,27.7,93,88,0,0,781,81.7
1774,27,27.9,92,91.3,0,0,813.8,82.2
1775,27.2,27.9,92,104.1,0,0,835.8,83.4
1776,27.1,28.1,89,103.3,0,0,869.3,84
1777,27,28.1,89,93.7,0,0,879.8,83.7
1778,26.9,28,90,86.7,0,0,880,83.7
1779,26.9,27.8,89,88.8,0,0,880,82.9
1780,26.8,27.7,90,83.2,0,0,880,82.4
1781,26.9,27.8,89,89.7,0,0,879.5,82.6
1782,27.4,28,89,123.1,0,0,880,96.4
1783,27.7,28.2,89,154.4,0,0,879.8,96.4
1784,28,28.3,87,184.7,0,0,880,97.9
1785,28.2,28.4,87,210.3,0,0,880.5,98.8
1786,28.6,28.6,87,248,0,0,880,99.4
1787,29.1,28.8,87,301.2,0,0,880.3,99.2
1788,28.9,28.8,86,310.3,0,0,880,99.6
1789,28.9,28.9,86,314.3,0,-4.25,880,99.1
1790,28.5,29,87,319.4,0,-5.5,880,93.1
1791,28.1,28.8,87,290.8,0,-5.5,880,79
1792,27.7,28.6,88,242.3,0,-6,880.3,68
1793,27.9,28.8,87,250.6,0,-6,880,64.1
1794,28.5,29.1,86,297.3,0,-6,880,67.3
1795,28.5,29.1,86,307.3,0,-5.75,880.3,82.7
1796,28.6,29.4,86,313.5,0,-5.75,880,82.7
1797,28.2,29.2,86,285.8,0,-5.25,880,76.2
1798,28.3,29,86,262.5,0,-5.25,880.3,41.4
1799,28.5,29.1,86,277.1,0,-5.25,880,73.3
1800,29,29.6,85,334.8,0,-5.25,880.3,88.3
1801,29,29.8,84,355.2,0,-5.25,880,89.6
1802,28.8,29.4,85,342.2,0,-5.25,880,89.6
1803,28.4,29.1,86,294.8,0,-5.25,880,66.9
1804,28.6,29.2,87,299.7,0,-5.25,880,32.2
1805,28.7,29.1,87,278,0,-6,880,70.2
1806,28.5,29.1,87,278.5,0,-6,880.3,83.4
1807,28.9,29.3,86,299.1,0,-6,879.8,81.1
1808,28.7,29.1,87,288.1,0,-6,879.5,81.4
1809,28.7,29.1,87,284.4,0,-5.75,879.8,76.1
1810,29.3,29.2,87,334.6,0,-5.25,879.8,94.3
1811,29.7,29.6,85,409.3,0,-5.25,879.8,94.3
1812,29.3,29.4,86,403.9,0,-5.25,879.8,99.1
1813,29.9,29.8,85,444.7,0,-5.25,879.8,97
1814,29.4,29.6,86,439.6,0,-5.25,880,99.3
1815,29.2,29.4,87,389.6,0,-5.25,880,81.5
1816,29.4,29.4,86,378.5,0,-5.25,880.3,86.7
1817,29.5,29.5,86,370.3,0,-5.25,880,86.7
1818,29.2,29.5,85,340,0,-5.25,880,85.5
1819,28.7,29.2,87,278,0,-5.25,879.8,77.8
1820,29,29.4,86,270.8,0,-5.25,880,91.6
1821,28.5,29.1,87,229.7,0,-5.25,880.3,65.1
1822,28.6,29,88,220.6,0,-5.25,879.8,64.4
1823,28.5,29.1,87,219.6,0,-5.25,880,76.7
1824,28.5,29.1,87,222.3,0,-5,880,71.6
1825,28.3,29,88,209.3,0,-5,880,50.1
1826,28.3,29,88,193.7,0,-6,880,43.2
1827,28.3,29,88,199.5,0,-5.25,880,47
1828,28.1,28.9,87,185.2,0,-6.25,880,41.2
1829,28,28.8,88,173.9,0,-6.25,880.3,40.6
1830,27.9,28.8,87,181.1,0,-7.25,880.3,41.6
1831,28,28.8,88,190,0,-7.25,874.3,48.1
1832,27.7,28.9,88,175.1,0,-8,783.8,52.9
1833,27.3,28.8,88,151,0,-7.75,770.3,54.6
1834,27.2,28.7,89,139.4,0,-8,770,61.8
1835,27.1,28.7,88,130.6,0,-7.75,770,65.1
1836,27.1,28.8,87,127,0,-8,769.8,74.3
1837,26.8,28.7,88,113.4,0,-7.75,769.8,0
1838,26.4,28.6,88,98.1,0,-7.75,770,0
1839,26,28.3,89,81.2,0,-7,770,0
1840,25.5,28.1,90,64.7,0,-7,759.3,0
1841,25.1,28,90,49.6,0,-6.5,737,0
1842,24.6,27.9,91,38.2,0,-6,726,0
1843,24.2,27.6,92,28.6,0,-6,704,0
1844,23.8,27.7,91,21,0,-5.75,682,0
1845,23.4,27.5,93,13.6,0,-5.75,671,0
1846,23.1,27.3,93,8.1,0,-5.5,646.3,0
1847,22.8,27.1,94,4.9,0,-5.5,599.5,0
1848,22.5,27.1,94,2.9,0,-5,547.3,0
1849,22.3,27,94,1.8,0,-4.75,499.8,0
1850,22.1,26.8,95,1.1,0,-4.75,462,0
1851,21.9,26.6,95,0.7,0,-4.5,417.8,0
1852,21.8,26.8,95,0.4,0,-4.5,360.3,0
1853,21.7,27.1,94,0.2,0,-4.5,316.3,0
1854,21.6,27.1,94,0.2,0,-4,277.8,0
1855,21.6,27.2,93,0.1,0,-3.75,266.8,0
1856,21.5,27.3,93,0.1,0,-3.75,255.8,0
1857,21.4,27.3,93,0,0,-3.5,250.3,0
1858,21.4,27.4,92,0,0,-3.5,242,0
1859,21.3,27.4,92,0,0,-3.5,239.5,0
1860,21.3,27.4,93,0,0,-3.5,233.8,0
1861,21.2,27.6,92,0,0,-3.5,231,0
1862,21.2,27.4,92,0,0,-3.5,228.3,0
1863,21.2,27.3,93,0,0,-3.5,222.8,0
1864,21.2,27.3,93,0,0,-3.25,222.8,0
1865,21.1,27.2,94,0,0,-3,222.8,0
1866,21,27,94,0,0,-3,220,0
1867,21,26.9,95,0,0,-2.5,220,0
1868,21,26.9,96,0,0,-2.75,220,0
1869,20.9,26.8,96,0,0,-2.75,220,0
1870,20.9,26.9,96,0,0,-2.75,220,0
1871,20.9,26.8,96,0,0,-2.75,220,0
1872,20.9,26.7,97,0,0,-2.5,220,0
1873,20.8,26.7,97,0,0,-3.25,440,0
1874,20.8,26.8,96,0,0,-3.25,220,0
1875,20.8,26.9,95,0,0,-3.25,220,0
1876,20.8,27,95,0,0,-3,220,0
1877,20.8,27,95,0,0,-2.75,220,0
1878,20.8,26.8,95,0,0,-2.5,220,0
1879,20.8,26.8,95,0,0,-2.5,220,0
1880,20.8,26.7,96,0,0.25,-2.25,261.3,0
1881,20.8,26.7,96,0,0.5,-2,261.3,0
1882,20.7,26.5,96,0,0.25,-2.5,264,0
1883,20.7,26.5,96,0,0,-2.5,264,0
1884,20.7,26.6,95,0,0,-2,264,0
1885,20.7,26.6,94,0,0,-1.75,264,0
1886,20.8,26.6,94,0,0,-1.75,264,0
1887,20.8,26.6,95,0,-0.25,-1.75,305.3,0
1888,20.8,26.7,94,0,3.5,-1.5,305.3,0
1889,21,26.7,94,0,10.5,-1.5,305.3,0
1890,21.3,26.7,94,0,6,-2.5,266.8,0
1891,21.5,26.7,94,0,4,-3,275,0
1892,21.6,26.7,94,0,4,-3,244.8,0
1893,21.7,26.5,95,0,4,-2.5,244.8,0
1894,21.8,26.5,95,0,3.75,-2.5,247.5,0
1895,21.8,26.5,95,0,2.25,-2.75,247.5,0
1896,21.7,26.4,95,0,2.25,-2,244.8,0
1897,21.7,26.4,95,0,2,-3.5,250.5,0
1898,21.8,26.4,95,0,2.25,-3,253,0
1899,21.8,26.4,95,0,2.5,-2.5,255.8,0
1900,21.9,26.6,95,0,3,-2.25,261.3,0
1901,21.9,26.9,93,0,3.25,-2.5,266.8,0
1902,22,26.7,94,0,3.75,-2.25,269.5,0
1903,22.1,26.6,94,0,3.5,0,220,0
1904,22.5,26.7,94,0,3,0,220,0
1905,22.8,26.6,94,0,3,0,346.5,0
1906,23.1,26.7,94,0,3,0,393.5,0
1907,23.4,26.9,93,0,3.5,0,398.5,0
1908,23.6,26.8,93,0.1,3.25,0,398.8,0
1909,23.9,26.9,93,2.7,3.25,0,451.5,0
1910,24.3,26.8,93,8.1,3,0,563.8,41.4
1911,24.7,26.9,93,16.7,2.25,0,605,48.4
1912,25.2,27.1,92,31.7,0.5,0,637.8,57.1
1913,25.8,27.2,92,55.3,0.25,0,660,65.6
1914,26.2,27.5,90,78.6,0,0,693,78.8
1915,26.5,27.6,90,104.4,0,0,726,82.6
1916,26.7,27.7,89,126.8,0,0,748,90.4
1917,27,27.8,88,155.6,0,0,781,94.4
1918,27.1,27.9,88,172.6,0,0,814,100
1919,27.4,28,88,201.4,0,0,836.3,100
1920,27.8,28.3,87,241.9,0,0,869,100
1921,28.2,28.7,86,274.2,0,0,880.3,100
1922,28.6,28.7,85,310.4,0,0,879.3,100
1923,29,28.9,85,354.3,0,0,880,99.7
1924,29.3,29.3,83,386.8,0,0,880,99.7
1925,29.5,29.5,82,420.4,0,0,880,99.5
1926,29.6,29.6,81,452.7,0,0,879.8,100
1927,29.9,29.8,81,491.5,0,0,880,100
1928,30.2,30.2,78,531.6,0,0,880,100
1929,30.4,30.9,74,560.8,0,0,879.8,100
1930,30.8,31.1,74,589.2,0,0,880,100
1931,31.1,30.8,77,606.1,0,0,880,100
1932,31.6,31.1,75,638.5,0,0,879.8,100
1933,31.9,30.9,76,671.7,0,-2.5,880.3,100
1934,31.5,30.9,79,699.7,0,-2.25,880,100
1935,31.5,30.7,80,745.7,0,0,880,100
1936,31.4,31.3,78,771.6,0,0,880.3,100
1937,31.2,30.7,80,741.9,0,0,879.8,100
1938,31.9,31,80,804.3,0,0,880,100
1939,31.8,30.9,79,816.4,0,-5.75,880,100
1940,31.5,31.5,77,852.6,0,-5.25,879.8,100
1941,31.5,30.9,78,873.9,0,-7,880,100
1942,31.6,31.1,78,916.2,0,-6.25,880,100
1943,30.9,31.1,78,868.8,0,-6,880.3,99.4
1944,30.4,31.1,80,788.2,0,-6,880,93.1
1945,29.8,30.3,82,655.3,0,-6,880,85.9
1946,30.1,30.5,82,596.5,0,-6,880.3,82.3
1947,31,31,79,679.6,0,-6,880,96.8
1948,30.8,30.8,80,692.1,0,-6,880.3,97.4
1949,29.9,30.3,83,586,0,-5.75,880,87.9
1950,29.8,30.4,82,501.1,0,-5.5,879.8,82.7
1951,29.6,30.6,82,414.5,0,-5.5,880.3,81.8
1952,31.8,31.6,77,614.4,0,-5.75,880,94.7
1953,32,32.9,73,752.8,0,-5.75,880,99.9
1954,31.8,32.7,73,836.7,0,-5.25,879.5,99.9
1955,31.9,33.4,72,871.4,0,-5.25,879.8,99.6
1956,31.8,32.9,72,887.2,0,-5.25,880,99.9
1957,31.9,32.2,73,894.1,0,-5.25,880.3,99.9
1958,31.7,32.2,73,889.8,0,-5.25,880,99.9
1959,31.7,32.6,73,869.6,0,-5.25,879.8,99.9
1960,31.6,32.7,73,837.2,0,-5.25,880,99.6
1961,31.6,33.2,71,819.9,0,-5.25,880,99.6
1962,31.6,33,70,798.8,0,-5.25,880,99.9
1963,31.5,32.3,79,776.2,0,-6.25,880.3,99.9
1964,31.8,31.8,80,764.2,0,-6.25,880,99.9
1965,31.8,32.4,77,749.8,0,-6.25,879.8,99.9
1966,31.7,32.6,78,729.7,0,-6.25,880,99.9
1967,31.7,32.4,77,714.1,0,-6.25,880,99.9
1968,31.5,31.9,79,686.2,0,-6.25,880,99.9
1969,31.7,32.4,77,664.4,0,-6,880,99.9
1970,31.4,31.4,83,598.1,0,-6.75,880,99.9
1971,31.8,32,79,582.1,0,-6.25,879.8,99.9
1972,31.8,31.8,79,566.4,0,-7,852.5,99.9
1973,31.7,31.4,82,539.3,0,-7.75,814,99.9
1974,31.5,31,83,508.6,0,-8.25,778.5,99.9
1975,31,31.2,84,468.8,0,-8.25,770,99.9
1976,30.5,30.8,84,418.2,0,-8.25,770,99.9
1977,29.5,30.4,85,320.4,0,-8.25,770.3,98.7
1978,29,29.9,87,257.3,0,-8.5,769.5,97.1
1979,28.7,29.5,88,211.3,0,-8.25,770,94.9
1980,28.2,29.2,89,171.6,0,-8,770,93.8
1981,27.9,29.1,89,141.9,0,-8,770.3,0
1982,27.7,28.9,90,127.2,0,-8,770.3,0
1983,27.5,28.9,89,128.9,0,-8,770.3,0
1984,27.1,28.8,89,119.1,0,-7.5,759,0
1985,26.8,28.6,89,110.8,0,-7,737,0
1986,26.3,28.3,90,83.7,0,-7,726.3,0
1987,25.7,28.1,91,59.7,0,-7,704,0
1988,25.2,27.9,91,40.7,0,-6.75,682,0
1989,24.8,27.7,92,25.9,0,-6.5,671,0
1990,24.4,27.5,93,15.5,0,-5.75,649.3,0
1991,24,27.4,94,9.3,0,-5.5,621.5,0
1992,23.7,27.3,94,5.6,0,-5.5,563.8,0
1993,23.4,27.2,94,3.3,0,-5.5,517,0
1994,23.1,27.1,95,2.1,0,-5.5,464.8,0
1995,22.9,26.7,96,1.3,0,-5,429,0
1996,22.7,26.6,96,0.8,0,-4.75,395.8,0
1997,22.5,26.6,97,0.5,0,-4.5,368.5,0
1998,22.3,26.6,97,0.3,0,-4.5,346.5,0
1999,22.2,26.3,97,0.2,0,-4,324.5,0
2000,22.1,26.3,97,0.1,0,-4,310.8,0
2001,22,26.3,97,0.1,0,-4,291.5,0
2002,21.9,26.2,97,0.1,0,-4,280.5,0
2003,21.7,26.4,97,0,0,-4,266.8,0
2004,21.7,26.2,97,0,0,-4,255.8,0
2005,21.6,26.1,97,0,0,-3.75,247.5,0
2006,21.5,26,98,0,0,-3.75,242,0
2007,21.5,26,98,0,0,-3.75,233.8,0
2008,21.3,25.9,98,0,0,-3.5,231,0
2009,21.3,26.3,98,0,0,-3.25,231,0
2010,21.2,26.2,98,0,0,-3.25,231,0
2011,21.2,26.4,97,0,0,-3.25,222.8,0
2012,21.1,26.6,96,0,0,-3.25,220,0
2013,21.1,26.3,96,0,0,-3,220,0
2014,21,26,97,0,0,-3.25,220,0
2015,21,25.7,98,0,0,-2.5,220,0
2016,20.9,25.8,99,0,0,-2.5,220,0
2017,20.9,25.8,99,0,0,-3.5,440,0
2018,20.8,25.4,99,0,0,-3.5,261.3,0
2019,20.8,25.4,99,0,0,-3,261.3,0
2020,20.8,25.4,99,0,0,-2.75,261.3,0
2021,20.8,25.4,100,0,0,-2.75,261.3,0
2022,20.8,25.2,100,0,0,-2.75,261.3,0
2023,20.8,25.3,100,0,0,-2.5,264,0
2024,20.7,25.5,100,0,0,-2.5,264,0
2025,20.7,25,100,0,0.25,-1.75,264,0
2026,20.7,25.3,100,0,0.25,-2,264.3,0
2027,20.7,25,100,0,0,-2.25,264,0
2028,20.8,24.9,100,0,0,-2.5,305.3,0
2029,20.8,25,100,0,0,-3,346.5,0
2030,20.8,25,100,0,0,-3,346.5,0
2031,20.8,25.1,100,0,0,-2.25,387.8,0
2032,20.8,25.1,100,0,2.5,-2.25,390.5,0
2033,20.9,24.8,100,0,10.5,-2.25,387.8,0
2034,21.2,24.8,100,0,5.75,-2.25,387.8,0
2035,21.4,24.9,100,0,3.75,-3,310.8,0
2036,21.5,25.1,100,0,4.5,-3,313.5,0
2037,21.6,24.8,100,0,4.25,-3,239.3,0
2038,21.6,24.6,100,0,3.75,-3.5,244.8,0
2039,21.7,24.7,100,0,2.25,-3.5,247.5,0
2040,21.7,24.8,100,0,1.5,-3,247.5,0
2041,21.7,25,100,0,2,-3,250.3,0
2042,21.8,25.1,100,0,2.25,-4,253,0
2043,21.9,25.2,100,0,2.5,-2.25,258.5,0
2044,21.9,25.1,100,0,3,-2.25,262,0
2045,21.9,25.2,100,0,3,-2.75,261.3,0
2046,22,25.1,100,0,3.5,-3,261.3,0
2047,22,25.2,100,0,3,-0.75,288.8,0
2048,22.3,25,100,0,3.25,0,305.3,0
2049,22.7,25,100,0,3,0,393.3,0
2050,23,24.9,100,0,3,0,396.3,0
2051,23.3,25.1,100,0,3.25,0,401.5,0
